0.000000	0.000000
0.994987	0.100000
1.400000	0.200000
1.705872	0.300000
1.959592	0.400000
2.179449	0.500000
2.374868	0.600000
2.551470	0.700000
2.712932	0.800000
2.861818	0.900000
3.000000	1.000000
3.128898	1.100000
3.249615	1.200000
3.363034	1.300000
3.469870	1.400000
3.570714	1.500000
3.666061	1.600000
3.756328	1.700000
3.841875	1.800000
3.923009	1.900000
4.000000	2.000000
4.073082	2.100000
4.142463	2.200000
4.208325	2.300000
4.270831	2.400000
4.330127	2.500000
4.386342	2.600000
4.439595	2.700000
4.489989	2.800000
4.537621	2.900000
4.582576	3.000000
4.624932	3.100000
4.664762	3.200000
4.702127	3.300000
4.737088	3.400000
4.769696	3.500000
4.800000	3.600000
4.828043	3.700000
4.853864	3.800000
4.877499	3.900000
4.898979	4.000000
4.918333	4.100000
4.935585	4.200000
4.950758	4.300000
4.963869	4.400000
4.974937	4.500000
4.983974	4.600000
4.990992	4.700000
4.995998	4.800000
4.999000	4.900000
5.000000	5.000000
4.999000	5.100000
4.995998	5.200000
4.990992	5.300000
4.983974	5.400000
4.974937	5.500000
4.963869	5.600000
4.950758	5.700000
4.935585	5.800000
4.918333	5.900000
4.898979	6.000000
4.877499	6.100000
4.853864	6.200000
4.828043	6.300000
4.800000	6.400000
4.769696	6.500000
4.737088	6.600000
4.702127	6.700000
4.664762	6.800000
4.624932	6.900000
4.582576	7.000000
4.537621	7.100000
4.489989	7.200000
4.439595	7.300000
4.386342	7.400000
4.330127	7.500000
4.270831	7.600000
4.208325	7.700000
4.142463	7.800000
4.073082	7.900000
4.000000	8.000000
3.923009	8.100000
3.841875	8.200000
3.756328	8.300000
3.666061	8.400000
3.570714	8.500000
3.469870	8.600000
3.363034	8.700000
3.249615	8.800000
3.128898	8.900000
3.000000	9.000000
2.861818	9.100000
2.712932	9.200000
2.551470	9.300000
2.374868	9.400000
2.179449	9.500000
1.959592	9.600000
1.705872	9.700000
1.400000	9.800000
0.994987	9.900000
0.000000	10.000000
0.000000	10.000000
-0.994987	9.900000
-1.400000	9.800000
-1.705872	9.700000
-1.959592	9.600000
-2.179449	9.500000
-2.374868	9.400000
-2.551470	9.300000
-2.712932	9.200000
-2.861818	9.100000
-3.000000	9.000000
-3.128898	8.900000
-3.249615	8.800000
-3.363034	8.700000
-3.469870	8.600000
-3.570714	8.500000
-3.666061	8.400000
-3.756328	8.300000
-3.841875	8.200000
-3.923009	8.100000
-4.000000	8.000000
-4.073082	7.900000
-4.142463	7.800000
-4.208325	7.700000
-4.270831	7.600000
-4.330127	7.500000
-4.386342	7.400000
-4.439595	7.300000
-4.489989	7.200000
-4.537621	7.100000
-4.582576	7.000000
-4.624932	6.900000
-4.664762	6.800000
-4.702127	6.700000
-4.737088	6.600000
-4.769696	6.500000
-4.800000	6.400000
-4.828043	6.300000
-4.853864	6.200000
-4.877499	6.100000
-4.898979	6.000000
-4.918333	5.900000
-4.935585	5.800000
-4.950758	5.700000
-4.963869	5.600000
-4.974937	5.500000
-4.983974	5.400000
-4.990992	5.300000
-4.995998	5.200000
-4.999000	5.100000
-5.000000	5.000000
-4.999000	4.900000
-4.995998	4.800000
-4.990992	4.700000
-4.983974	4.600000
-4.974937	4.500000
-4.963869	4.400000
-4.950758	4.300000
-4.935585	4.200000
-4.918333	4.100000
-4.898979	4.000000
-4.877499	3.900000
-4.853864	3.800000
-4.828043	3.700000
-4.800000	3.600000
-4.769696	3.500000
-4.737088	3.400000
-4.702127	3.300000
-4.664762	3.200000
-4.624932	3.100000
-4.582576	3.000000
-4.537621	2.900000
-4.489989	2.800000
-4.439595	2.700000
-4.386342	2.600000
-4.330127	2.500000
-4.270831	2.400000
-4.208325	2.300000
-4.142463	2.200000
-4.073082	2.100000
-4.000000	2.000000
-3.923009	1.900000
-3.841875	1.800000
-3.756328	1.700000
-3.666061	1.600000
-3.570714	1.500000
-3.469870	1.400000
-3.363034	1.300000
-3.249615	1.200000
-3.128898	1.100000
-3.000000	1.000000
-2.861818	0.900000
-2.712932	0.800000
-2.551470	0.700000
-2.374868	0.600000
-2.179449	0.500000
-1.959592	0.400000
-1.705872	0.300000
-1.400000	0.200000
-0.994987	0.100000
-0.000000	0.000000
